Total Population,Total Citizen Income,Hispanic or Latino,Total Citizen Educated in US,Total Households,White Race,Total Families,Citizen College Degree,Citizen Some College  Education,Citizen Income over 75000,Citizen High School  Graduate,Citizen No Income,Pacific Islander Race,Citizen Graduate or Professional Degree,Citizen Income 1-9999,Citizen Less than High School  Education,Citizen Income 15000-24999,Citizen Income 15000-24999,Citizen Income 35000-49999,Case Rate Categories
6629,4699,5913,3800,2265,16,2244,486,1275,354,1472,620,455,216,926,351,731,731,613,1
49975,37985,45823,30559,16058,172,16978,4902,12024,3494,9610,5174,1886,2028,7490,1995,4694,4694,4884,1
112656,88804,101440,60112,34722,697,35639,14861,21079,7119,12811,12558,6169,7306,20488,4055,12883,12883,9773,3
21403,15960,18744,13094,7978,93,5722,1440,6062,1203,3629,1833,648,612,3318,1351,2425,2425,1661,1
1059,572,1026,494,426,4,243,35,210,138,214,38,15,11,159,24,60,60,45,0
306479,241438,280726,193263,93545,3702,105339,47983,73994,35039,40788,32727,9923,22034,42258,8464,28722,28722,28458,2
18607,14318,17490,11586,6003,44,6309,1203,4282,1654,4166,2429,491,480,2406,1455,1720,1720,1479,1
10976,7706,10322,6356,3732,26,3488,741,2910,630,2066,1060,421,215,1460,424,1080,1080,1007,1
5172,4076,4938,3375,1930,22,1379,534,1239,264,1128,479,81,178,881,296,677,677,505,1
9225,7720,8344,6556,3889,29,2118,1136,2375,547,1774,554,344,686,1173,585,1543,1543,1407,1
46163,36649,42600,26912,15022,227,13944,5330,10493,2157,6662,5711,1502,2399,8333,2028,5033,5033,3777,2
10246,7604,9867,5986,3093,25,3837,718,2310,593,2218,1021,113,287,1677,453,1073,1073,867,1
7125,5904,6862,5029,2900,16,1729,846,2055,426,1306,388,62,512,1363,310,912,912,674,1
12503,9330,10900,7663,4201,12,4061,1241,2777,955,2448,1102,1132,401,1916,796,1385,1385,1049,1
9469,7799,9243,6208,2820,16,3349,1593,2456,1427,1096,1378,66,891,1326,172,719,719,903,1
1556,1520,1447,1359,576,2,468,252,337,47,498,263,46,56,380,216,155,155,238,1
2264,1673,2168,1392,805,0,704,251,612,148,437,450,16,66,318,26,241,241,105,1
1029655,844916,853640,689802,342622,16404,299781,147726,233372,109725,156804,106740,85958,84173,131383,67727,112241,112241,109663,2
14746,11211,14097,8813,4505,25,5017,972,3106,613,2743,2713,150,554,2562,1438,1406,1406,1099,5
27822,22631,25203,16713,7952,229,8341,2109,7126,1116,4560,4364,1353,1096,6056,1822,3102,3102,2086,1
20802,15739,19870,12873,7094,39,6600,1429,5302,1051,4116,2011,377,735,3480,1291,2384,2384,1913,1
36324,31346,32134,26377,12990,154,10070,8638,6785,7468,3816,3563,2077,5482,4223,1656,3210,3210,3387,3
58218,45409,51557,36102,17971,406,21018,5980,14114,4630,10907,7061,2232,2173,7190,2928,4959,4959,6511,2
32588,25810,30258,20749,10563,121,10857,2165,7565,3315,7291,3618,728,801,5473,2927,2783,2783,3139,1
516564,407485,460771,280797,140602,2799,181977,76063,108412,46166,44880,66486,23943,34462,93771,16980,48227,48227,39829,2
23530,21296,20346,17356,7287,79,7980,4524,6161,3181,3267,2610,1513,2189,3462,1215,2688,2688,2283,3
138115,119610,124629,98391,46334,790,41686,17275,40244,10297,23021,15390,6313,10384,22210,7467,19267,19267,14006,2
2778,2125,2662,1795,1059,2,838,330,697,139,427,208,60,137,433,204,373,373,242,0
231236,184680,192525,149578,78748,3136,69311,24534,55287,17927,43657,23411,18680,11290,30977,14810,26150,26150,24865,2
36821,31544,36136,25207,14084,283,7502,5487,6249,3167,7881,1839,202,3766,6280,1824,4367,4367,4807,1
37125,30435,36600,25675,15470,308,7603,5409,6793,3136,7792,2436,113,3393,5172,2288,4798,4798,4468,1
31227,25521,30896,21537,12553,167,6793,3602,5454,1775,8051,2140,92,2402,4695,2028,4463,4463,3701,1
156545,136750,153689,105259,61827,3319,31313,30524,25605,20499,21025,9268,605,21722,26192,6383,17038,17038,18717,2
6306,5314,6247,4707,2818,18,1197,427,1142,211,2159,444,9,263,968,716,1071,1071,751,1
47746,39761,47175,33856,18513,213,11807,5594,9731,4548,12623,3106,125,2776,6213,3132,5204,5204,6189,2
6970,5971,6890,5218,2902,25,1417,1202,1497,788,1400,392,18,798,871,321,736,736,1059,1
24475,20719,24153,17428,10014,149,5467,4006,4966,2294,4591,1519,83,2542,3240,1323,3283,3283,3199,1
28936,24460,28654,20990,11887,110,6049,3702,5621,2274,7402,1519,82,2597,3919,1668,3775,3775,4018,1
27231,22530,26926,19590,11320,162,5796,2687,5338,1517,7505,2052,89,1624,3974,2436,3887,3887,3108,1
61642,51030,60961,43156,25984,334,11882,8137,11685,4037,14983,4571,150,4796,8264,3555,8302,8302,7532,1
59534,49303,58539,41833,25027,441,12320,9466,10356,5452,11885,3519,185,7470,7431,2656,6643,6643,7597,1
44513,36868,43693,31839,19290,421,8838,6812,8162,3575,9478,2928,211,4960,6406,2427,5562,5562,5253,1
56670,47126,55974,41605,24753,327,11249,8535,10765,5475,12736,3346,141,6443,6710,3126,7509,7509,6892,1
33164,27087,30314,23558,13798,9303,6925,2688,5557,2065,9193,4363,1302,1921,4179,4199,4917,4917,2727,5
98970,87211,93553,70813,38157,9600,21285,18931,15203,16109,12522,10966,2325,18100,14323,6057,9599,9599,10388,2
16250,13099,16074,11385,6891,761,3450,1192,3561,1125,4490,1568,47,607,2267,1535,2025,2025,1707,1
12690,10617,12400,8962,4821,2932,2822,911,2741,941,3198,1187,160,388,1713,1724,1590,1590,1708,2
32353,26638,31728,22453,12560,6148,6940,2879,6671,1650,7735,3083,229,1600,4627,3568,4416,4416,3454,1
14973,12774,14806,11014,6033,3007,3325,1285,3117,1191,3958,1805,49,987,1930,1667,1769,1769,1732,2
207627,194916,176245,171870,98050,17632,32626,59644,20279,77756,13719,17182,12175,67769,17043,10459,14363,14363,17094,3
73750,62484,72225,53897,28516,2930,15755,8020,13555,5746,20643,7044,518,4610,8702,7069,9854,9854,8947,2
4731,3697,4630,3259,2162,222,804,374,969,300,1364,453,27,144,341,408,611,611,627,0
68676,64553,67586,55513,27465,3942,15305,9826,17052,7031,17014,7157,266,5861,9520,5760,9152,9152,9236,1
6824,5694,6785,5016,2566,228,1220,550,1687,343,2026,956,10,162,832,591,997,997,915,0
33148,27971,32792,24133,13126,1005,7434,4467,7556,3717,7929,2863,63,2364,4179,1817,4142,4142,3577,1
17434,14000,17136,11899,6366,9992,3367,935,3248,568,4568,2342,135,618,2953,2530,2147,2147,1712,2
24098,19348,24003,16961,9968,616,4513,1132,4136,1044,6174,3435,24,696,4801,4823,2961,2961,1588,1
17146,14389,16858,12473,5965,6014,3297,939,2992,537,5176,2675,103,479,2971,2887,2134,2134,1676,5
54842,46084,53924,39366,22441,7767,12044,5324,12295,3700,12889,5390,419,3147,7612,5711,7373,7373,6360,1
28545,24036,27586,20402,10456,8375,6844,2748,5603,2637,7521,2759,273,1159,3088,3371,3840,3840,3717,2
30042,24981,29266,21908,12831,178,6218,2310,7041,1318,7512,2545,386,868,4346,4177,4442,4442,3286,2
7256,6103,7168,5418,2955,3513,1301,432,1362,518,2181,533,40,259,1060,1184,942,942,874,2
12586,10084,12346,8478,5109,3751,2901,665,2339,301,3553,1318,135,342,2250,1579,1549,1549,1326,2
316236,269336,293372,223906,115680,69412,82515,53337,66571,44606,53369,30735,10802,32532,36942,18097,30693,30693,39520,2
14034,11962,13544,10243,5509,746,3221,1589,2768,2248,2904,1472,180,1637,1600,1345,1217,1217,1424,2
5190,4328,5154,3851,2183,5,1111,548,1157,374,1595,385,6,190,487,361,682,682,637,1
46689,39282,42532,33245,16231,7368,12085,4869,9883,5317,10532,5317,2131,2925,6553,5036,5102,5102,4944,4
10052,8206,9871,6945,3980,3278,2287,687,1885,590,2615,787,78,471,1715,1287,1049,1049,928,2
15903,12675,15817,11058,6590,51,3323,626,3072,560,4138,1985,26,407,3057,2815,2370,2370,1026,1
28001,23188,27327,19760,10504,9204,6379,2071,5482,1973,7575,2801,268,1202,4133,3430,3156,3156,2951,2
11151,9042,10802,7760,4517,4247,2451,1001,2197,781,2749,1001,150,462,1305,1351,1665,1665,1434,2
1081726,916511,913244,777179,391627,99218,262648,240721,143923,291448,99959,117275,66194,230706,114480,61870,78036,78036,83714,3
65203,55281,61025,46770,23658,5321,16445,10212,13447,12770,12795,6616,1592,6300,7407,4016,6018,6018,5941,2
15279,13019,14867,11463,6415,280,3347,1388,3617,959,3823,1471,117,838,1918,1797,2222,2222,1685,1
25691,21650,24931,18515,9449,3938,5918,3411,6191,2668,4806,2555,258,2567,3447,1540,2654,2654,3782,2
56159,47427,54735,40619,22780,4575,11677,5050,13215,4060,13399,4460,781,3338,8274,5617,7476,7476,6474,1
78305,67647,73137,57528,28864,3175,19675,9691,16134,9283,18619,7154,2379,6268,8882,6816,8743,8743,9276,2
17286,14067,17077,12168,7215,261,3745,1219,3883,903,4627,1382,62,853,2329,1586,2440,2440,2041,1
36858,30962,35923,26799,14293,3197,8140,3842,9199,3918,8753,3471,208,2272,4264,2733,4440,4440,4150,1
21717,18834,21262,16566,7998,4180,4400,4080,4492,3636,4195,2403,170,2358,2915,1441,1991,1991,1901,2
15533,13462,15117,11847,6846,320,2950,1139,3490,467,4602,1512,224,378,2518,2238,2325,2325,1447,2
18403,15327,17622,13254,6780,1167,4591,2023,3627,1911,4054,1806,400,1513,2413,2037,1987,1987,2213,2
12243,9987,12070,8706,3566,7321,2006,389,2133,264,3770,2126,41,262,2486,2152,1495,1495,1100,5
36241,29105,35654,25050,15085,13293,7983,2529,6975,1353,9001,4275,300,1466,5257,5079,5424,5424,4044,1
99863,84462,97747,70574,36589,9304,24998,17767,20296,15341,18467,8782,751,8999,10984,5045,9395,9395,11308,2
306935,261453,291934,222616,124601,90669,74372,57871,60304,42735,49052,26623,6157,35748,36078,19641,33893,33893,36720,2
54151,43575,51606,38003,23151,11841,11108,3045,12581,1839,12907,5238,1643,1807,7845,7663,8349,8349,5173,2
2321,1960,2303,1870,1081,6,346,275,447,216,666,136,12,193,316,289,229,229,278,1
35270,29914,34612,25773,13718,8712,8031,4162,8439,4334,7191,3153,191,2773,4486,3208,3713,3713,3834,2
67009,60863,63985,52771,26860,8805,14385,13799,14233,12897,10216,5771,924,11495,8374,3028,7107,7107,6883,2
6945,5877,6761,5179,2882,1975,1442,583,1280,565,2169,701,55,394,778,753,756,756,1079,2
23584,20111,22794,16792,8376,4214,6540,3632,5442,4301,4561,2552,184,2109,2707,1048,2031,2031,2532,2
15935,13186,15611,11308,5979,2819,3935,1554,3787,1520,4204,1562,99,590,1359,1173,2024,2024,2192,2
11391,9472,11273,8582,5265,3184,1831,1325,2353,1364,2643,755,26,1411,1431,850,1780,1780,1053,1
25587,20655,25181,18167,10159,947,5177,1311,5438,771,6094,3380,147,706,5049,4618,2947,2947,2112,1
312311,282894,273735,239466,104583,22710,95434,84709,49766,95715,30823,35268,15424,58497,33811,15671,21686,21686,24849,3
33153,28767,32391,25136,12944,5870,7338,3537,6615,2772,8805,2863,225,2306,4338,3873,4311,4311,4270,2
12914,10452,12444,9058,4957,4487,2494,704,2609,307,3349,2231,287,252,1730,2144,1625,1625,1291,1
13308,10868,13072,9346,5083,1302,2970,1549,2250,1155,3369,1060,64,965,2026,1213,1501,1501,1480,2
8978,7839,8874,6957,3858,823,1634,1199,2171,1019,2318,624,30,674,1344,595,1369,1369,1036,0
32727,26190,31921,22775,13495,12050,6376,2727,6837,1408,7583,3694,275,1428,4370,4200,4306,4306,3559,2
10959,9405,10793,8270,4708,1978,1761,1117,2727,908,2727,1006,58,711,1533,988,1566,1566,1224,1
94392,84912,91856,54875,35767,3716,15115,12139,12593,9352,12512,12707,716,13253,21510,4378,10175,10175,9008,1
15020,12589,14561,11068,6396,1967,2892,1752,2517,1430,3559,1204,172,1654,1804,1586,2076,2076,1815,1
18429,17081,18039,14758,6813,2484,4101,2467,4674,2771,5031,1802,98,1496,2152,1090,2094,2094,2468,2
12389,9943,11515,8742,5323,4528,2436,1252,2140,729,2922,1029,393,779,1917,1649,1655,1655,1264,4
12330,10718,11948,9774,5540,3123,2021,1537,3132,1284,3159,1041,196,1039,1304,907,1712,1712,1563,2
15853,12953,15244,10985,5706,6227,3263,965,2774,483,4143,3166,339,536,2156,2567,2091,2091,1283,2
33481,28854,32342,24766,12895,4256,7662,3861,7071,3847,8536,3156,462,2476,4530,2822,4051,4051,3758,2
24042,19750,23669,17201,9746,466,5193,1498,3951,1183,7708,1923,120,768,3584,3276,3778,3778,2645,3
18490,15410,18046,13528,8081,1085,3566,1223,4069,675,4642,1883,254,709,2688,2885,2880,2880,1980,1
63506,52176,62174,45237,26183,14018,13485,4273,14796,2911,16105,6373,525,2120,8746,7943,9322,9322,7389,1
28046,24155,27544,20692,9494,3822,6477,4242,6572,3767,6332,3963,154,1640,3520,1906,2618,2618,3067,1
23368,19822,22843,12726,7916,7756,4057,1529,3149,1211,4187,3609,161,1643,5440,2218,2673,2673,1752,2
35725,30995,33667,26218,11451,11429,8052,3995,8794,3272,8653,5382,577,2047,4482,2729,3798,3798,4285,2
402002,346179,320542,286605,130785,81196,116175,68227,80642,82159,59768,48733,34671,45897,43926,32071,34187,34187,37590,4
34872,29272,34440,25536,14821,1757,6801,3088,8613,2298,8475,3390,116,1632,4494,3728,4893,4893,4152,1
7373,6259,7145,5530,3072,321,1465,1084,1541,1053,1499,570,37,776,965,630,800,800,797,2
9254,7597,8744,6773,3159,2804,1591,640,1910,351,2635,1926,234,269,1251,1319,1227,1227,971,5
92376,77867,90425,66837,37608,4643,20113,15458,21080,9726,17279,8295,535,7741,10622,5279,10241,10241,12301,1
22307,19195,22011,16876,9555,594,4264,2535,4191,1879,5921,2051,86,1817,2803,2412,3321,3321,2351,1
76314,64223,72238,53694,29177,1273,18072,7865,12213,5954,18775,6354,2099,5448,10997,9393,9518,9518,9112,3
28897,23316,28622,20274,11943,233,5905,1899,5982,1008,7233,2776,117,853,4857,4307,3679,3679,2951,1
23177,18872,22943,16561,9775,135,4476,1513,4828,810,6204,2440,91,684,4282,3332,3064,3064,2253,1
41993,35437,39416,30585,17076,734,9229,3940,8679,3209,11772,3564,1185,1927,5983,4267,5779,5779,4781,3
32208,26234,31681,22737,13319,640,6717,2027,6953,1121,8624,3022,287,1267,4969,3866,4924,4924,3422,1
18570,15201,18367,13198,6719,6916,3918,1648,4235,1131,4211,1821,64,866,3022,2238,1883,1883,2270,3
122397,103052,113119,85662,41942,18671,34043,16280,24836,18253,26106,13610,3851,9804,14555,8636,11884,11884,12285,2
128961,110727,117086,89555,41769,21881,37197,20410,29270,26800,20020,16177,4120,14221,13777,5634,11147,11147,11744,2
7058,5696,6972,4986,2826,3254,1487,643,1660,346,1571,643,21,310,888,802,734,734,908,1
12087,10147,11819,8948,3994,7023,2028,660,1880,373,3626,2621,154,389,2515,2393,1188,1188,974,3
45078,35871,44782,30927,18449,1333,9175,2940,8849,2285,11081,4436,98,1774,7692,6283,6483,6483,4337,1
37575,31708,36257,26801,14085,1736,9080,3745,7804,4174,9682,4131,376,1847,4641,3723,4414,4414,3910,2
54876,46110,54152,39882,22843,690,10754,5780,11468,3486,12914,4852,235,3567,8381,6153,7554,7554,6089,1
17454,14763,16452,13023,7310,4891,3493,1776,4089,1821,4406,1451,495,978,2117,1774,2189,2189,1869,2
41452,32931,40981,27735,15968,2137,8606,2394,8158,1715,8932,5264,173,1471,7454,6780,5179,5179,3419,1
29235,24240,28955,21161,12472,818,6110,2377,5662,1509,8123,2549,110,1485,4253,3514,3972,3972,3070,1
65464,54071,62572,44827,24006,8751,17276,10415,14087,11208,8513,6954,884,9148,6964,2664,5818,5818,6746,1
139966,130144,117442,117664,68082,30491,23970,34403,20824,42776,14014,11637,9902,38353,12281,10070,12326,12326,14568,3
17835,14106,17614,12225,7879,1009,3707,1842,3393,775,4108,1389,92,975,3143,1907,2608,2608,1853,1
6650,5384,6547,4068,2603,347,1424,352,990,141,1727,785,28,313,1206,686,811,811,560,1
43475,40055,41252,29754,17778,8437,6474,7383,5791,5341,5838,5916,794,7923,8093,2819,4606,4606,4555,2
222209,188374,212503,156680,79574,66237,57521,30660,54586,28595,40274,27249,2760,18686,27506,12474,20973,20973,25293,2
17411,14177,16737,12292,7275,1783,3888,1863,4187,1443,4040,1733,258,1032,2167,1170,2111,2111,2074,2
5961,4739,5869,3923,2632,746,1267,343,1056,277,1645,646,33,228,863,651,796,796,515,1
43055,34125,41810,28890,18831,20795,9262,3438,9614,1789,8203,4538,664,2015,6918,5620,5639,5639,4283,1
5927,4293,5665,3660,2316,3706,1527,368,947,181,1294,479,127,192,1135,859,686,686,397,4
22565,19287,19009,16279,8347,1071,4592,4797,3473,5292,2280,2250,1323,4460,2733,1269,1888,1888,2022,2
12332,10952,11223,9471,5101,532,3047,3371,1207,4251,693,842,259,4029,1370,171,1044,1044,993,2
8582,6581,8441,5731,3530,4884,2046,875,1672,555,1573,746,59,574,1119,1037,1213,1213,608,2
24286,23093,21679,16734,9505,5498,4779,4053,4257,3466,3832,3031,1437,3131,4502,1461,2327,2327,3264,3
7042,5657,6053,5033,2922,439,1544,286,1508,212,1824,845,363,233,1113,1182,916,916,646,5
137436,111880,131195,90596,55031,68104,31274,14215,34005,10424,24936,14043,1826,8984,18686,8456,15923,15923,15753,1
48914,45606,41249,26410,15988,3112,7348,5427,6068,2626,6873,6246,4030,3803,14777,4239,6062,6062,4351,4
22591,17535,21111,14772,9129,8367,5673,1564,4589,1301,5155,2207,697,668,2871,2796,2811,2811,2649,2
7042,6753,6771,2611,2237,680,714,542,587,271,590,1218,64,462,3060,430,470,470,391,1
75568,66242,73268,43955,28476,22140,14774,8837,13026,4252,10884,8192,950,5915,18538,5293,9367,9367,6475,1
37821,31920,25945,26439,12527,5188,10747,4683,7026,4938,6608,4625,5503,3175,4079,4947,4006,4006,4615,5
14273,12577,9628,10529,4507,1852,4059,2284,2751,1958,2605,2407,2304,1021,1417,1868,1142,1142,1273,5
13821,10492,13269,9137,6084,6213,2955,1193,2747,747,2742,1043,281,714,2264,1741,1935,1935,1348,2
180719,144949,167129,115972,70664,73514,43913,17727,42446,12939,32296,16631,4850,11044,25933,12459,20998,20998,20182,2
242803,203141,226659,151651,86485,104672,50612,25001,51863,17278,39512,25941,5407,16388,35733,18887,36063,36063,24068,2
3958,3269,3890,2878,1750,250,864,368,1209,96,700,298,42,120,667,481,703,703,616,1
32420,26356,31204,22212,13634,25646,6707,2254,6596,1230,7423,3302,597,1629,5679,4310,4380,4380,3487,2
12150,9891,11929,8297,4525,78,2969,2009,2483,2031,2029,1165,39,1435,1374,341,1062,1062,872,1
95535,76276,92616,63497,37324,50878,22666,9067,22127,6018,18608,9696,916,4810,12594,8885,11923,11923,9368,2
16408,15812,16023,7612,5990,1279,2145,1410,2343,797,1752,2484,156,1210,5939,897,1647,1647,1167,1
204214,186538,191411,151030,87151,103342,38009,33703,36380,18986,34719,21299,7331,22874,38699,23354,27610,27610,21883,3
97032,80903,91687,69498,42712,27612,21126,9955,20867,5505,22079,8225,2299,6167,14452,10430,14038,14038,10421,2
24802,21440,24201,17175,10045,1763,4934,2995,5286,2145,5401,2232,323,1769,3612,1724,3006,3006,3203,1
23746,20539,23233,17297,10480,2885,4615,3268,4634,1515,5023,2088,189,2573,3278,1799,3484,3484,3257,2
84585,69841,82170,58966,30868,36120,22137,9585,19672,9706,16530,8380,648,6482,10812,6697,8606,8606,9361,2
437994,365082,409007,303492,165089,85935,105249,68828,111275,54419,66439,39691,8622,36870,48791,20080,47924,47924,50636,2
21006,17258,19669,14905,8903,2229,4896,1967,4588,1082,4877,1826,605,1356,2699,2117,3057,3057,2461,2
14068,13418,13127,7270,4571,1968,1404,2022,1415,1302,1418,1800,353,1990,4868,425,1500,1500,918,2
26203,22310,22162,18224,10607,2864,5821,3364,4363,2514,4946,2654,2299,2560,3599,2991,3328,3328,2771,3
18728,13486,7629,10569,5720,109,6512,946,2709,670,2749,2066,5899,490,2384,3675,2144,2144,1714,2
21623,18403,20980,15893,9236,92,4704,2429,6335,1486,4546,1705,163,973,3099,1610,3116,3116,2410,1
175177,147978,142481,122845,65304,2221,47664,22888,43446,22329,29937,19706,15798,13946,21451,12628,20671,20671,17497,2
72453,60052,53740,50640,27827,236,18063,7907,14746,6081,13920,7568,11355,5389,9087,8678,10309,10309,7686,2
71404,62972,67777,55540,31329,596,12989,8252,22052,6460,15131,6050,1269,5658,10598,4447,10032,10032,8159,1
425363,363688,393197,305853,158099,8426,112575,58319,117683,53123,74832,49065,12485,30512,52524,24507,46298,46298,47793,1
4078,3389,3824,3043,1762,12,823,545,1169,269,781,295,71,260,614,288,545,545,508,1
102410,83860,94435,71602,40244,642,24721,6908,29825,7899,22062,10283,3575,4599,15548,8208,12957,12957,9895,1
38431,31654,27418,26449,13894,128,10471,3293,8943,2882,7828,3261,5979,1541,5012,4844,5860,5860,3900,2
7551,6441,7297,5560,3190,26,1498,620,2046,436,1817,908,89,352,1370,725,1167,1167,729,1
78163,63904,38159,51123,23245,1473,26714,5431,16073,5691,13548,10683,24881,2898,9394,13173,9985,9985,7546,3
2266,1839,2175,1638,989,0,454,270,675,99,529,118,52,107,385,57,391,391,286,0
89120,69955,54957,56185,30041,990,27225,6140,18038,5436,14920,9925,18154,3229,12079,13858,11865,11865,8244,2
72797,59180,66525,51198,28579,803,15724,5191,20571,4193,17067,8256,2817,2568,10497,5801,9668,9668,7142,1
78506,67650,74211,58111,32746,1716,16294,11987,23231,9300,13092,6151,1181,6853,10213,2948,9856,9856,9237,2
29872,27257,29024,25034,14049,246,4446,5795,8438,3092,5231,2341,200,4205,4550,1365,4300,4300,3288,1
1931249,1748964,1758871,1500090,789232,119801,413502,460158,401832,420917,233178,198969,76096,294667,233248,110255,184750,184750,199309,2
251133,214151,235447,178186,97220,6650,56496,36819,71357,33634,40078,25417,3919,19833,31556,10099,28047,28047,26465,1
40915,37291,37794,26293,16595,364,7484,6134,8451,3336,6298,3855,1500,3073,8928,2337,4894,4894,4631,2
20318,17670,18147,15380,8327,50,4483,2725,5209,1547,4274,2202,1147,1247,3463,1925,2629,2629,1769,2
75455,62432,68928,53373,29743,405,17460,5159,22055,4113,16428,7576,3047,3045,11470,6686,9522,9522,7502,1
10570,8572,10331,7515,4422,28,2396,1168,2874,798,2249,866,49,553,1358,671,1254,1254,1154,1
60699,51691,55855,45104,23832,659,12374,5599,17387,4655,14161,6903,2049,2446,8804,5511,7571,7571,6714,1
41120,33309,33893,28734,16519,159,9667,3338,9479,1956,8900,3489,4163,1927,6129,5090,6142,6142,4069,1
20920,17972,19243,16091,9499,79,3748,1746,6386,1251,4947,1859,926,997,3427,2015,3289,3289,2138,1
